date,Open,High,Low,Close,Adj Close,Volume,MACD,Signal,Crossover,RSI EWMA,Daily Change,5 Day Change
2009-03-27,15.461429,15.504285999999999,15.2,15.264285999999998,10.178272,123218200,0.0,0.0,0.0,,,
2009-03-30,14.93,15.001429000000002,14.658570999999998,14.927143,9.953465,125699000,-0.007564105769230167,-0.0042022809829056484,-0.0033618247863245188,0.0,-0.022087046849095904,
2009-03-31,15.064285,15.35,15.0,15.017142999999999,10.013475999999999,142520000,-0.006847277510734884,-0.0052862959533274655,-0.0015609815574074183,-48.42764249833809,0.006029285041350585,
2009-04-01,14.87,15.571428,14.841429000000002,15.527142999999999,10.353545,147343000,0.012059915172308422,0.0005897918263594874,0.011470123345948935,163.0516960458715,0.03396118689154126,
2009-04-02,15.734285,16.392857,15.682858,16.101429,10.736483,203091700,0.044932070913377586,0.01378061735200742,0.031151453561370168,121.2945811409952,0.036985941328678384,
2009-04-03,16.312857,16.59,16.217142000000006,16.57,11.048927,159060300,0.08388449126746167,0.032782664883085094,0.051101826384376575,112.82468868585686,0.029101205861914448,0.08554045698567236
2009-04-06,16.42,16.964285,16.182858,16.921429,11.283261,164516100,0.12334050265158325,0.05570043775901492,0.06764006489256832,109.39810436445612,0.02120875075437545,0.13360131942194164
2009-04-07,16.647142000000002,16.667143,16.312857,16.428572,10.954621000000001,134145200,0.12437363360412412,0.07220389812032876,0.05216973548379536,201.83469649640807,-0.029126204412168732,0.0939878510845904
2009-04-08,16.49,16.684286,16.368572,16.617144,11.080362,113907500,0.13255240279501734,0.08614470209065736,0.04640770070435998,172.99295268078066,0.011478295252928872,0.07019971413929804
2009-04-09,16.917143,17.142857,16.851429,17.081429,11.38995,132689200,0.1603407310187599,0.10276891964412073,0.05757181137463917,139.4070390375,0.02794012015542502,0.06086416305037279
2009-04-13,17.144285,17.282857999999994,17.0,17.174286,11.451866,97309100,0.18311938065038902,0.12034914139489442,0.0627702392554946,135.42285024431573,0.005436137690821852,0.03646867833433909
2009-04-14,17.081429,17.167143,16.75,16.901428,11.269922,113655500,0.1823398901436235,0.13366215443450155,0.048677735709121955,212.6314915186848,-0.015887589155089143,-0.001181992371920848
2009-04-15,16.742857,16.892857,16.537144,16.805714000000002,11.2061,103220600,0.1739362767241559,0.14218555795646365,0.031750718767692254,281.4204142192011,-0.005663071783046814,0.02295646876673163
2009-04-16,17.027143,17.592857000000006,16.969998999999998,17.35,11.569036,148361500,0.1969317234367587,0.15363849662191753,0.04329322681484116,155.84745023418816,0.03238696076822434,0.04410240411950461
2009-04-17,17.311428,17.75,17.178572,17.631428,11.756689999999999,124373900,0.22846147451313215,0.16914881294073728,0.05931266157239487,138.85251689320205,0.016220634005763568,0.032198652700544006
2009-04-20,17.389999,17.57,17.022858,17.214285,11.478536,116616500,0.2242149576184147,0.18048101500755662,0.043733942610858084,309.4515886869883,-0.02365905926621481,0.002329005118466121
2009-04-21,16.984285,17.448572,16.942857999999998,17.394285,11.598564,117671400,0.22933312639287706,0.19047651595636284,0.03885661043651423,227.09606503377935,0.010456431969146474,0.02916067210415596
2009-04-22,17.518572,17.907142999999994,17.314285,17.358572,11.57475,234691800,0.22818577323860012,0.19815672169970572,0.030029051538894402,251.03149851310596,-0.002053145616505714,0.032897025380772105
2009-04-23,18.088572,18.171429,17.644285,17.914285999999993,11.945300999999999,236289200,0.26017694191640217,0.2107421407463369,0.04943480117006527,150.26836784481492,0.032013808509132824,0.03252368876080647
2009-04-24,17.805714000000005,17.877142000000006,17.567142,17.700001,11.802414,135191000,0.26772639606161164,0.2222719211268325,0.04545447493477914,219.18766508603971,-0.011961682424853182,0.003889248221981889
2009-04-27,17.557142000000002,17.857143,17.522858,17.818571,11.881478,120172500,0.27819500043686674,0.23356065720148173,0.04463434323538501,190.97081252054107,0.006698869678029906,0.035103752493931495
2009-04-28,17.621429,18.030001000000002,17.608572,17.700001,11.802414,113964200,0.27503187516326477,0.24191655644779939,0.033115318715465386,268.72795191473244,-0.006654293433519309,0.01757565775195702
2009-04-29,17.835714000000007,18.121429,17.690001000000006,17.877142000000006,11.920529,114527700,0.2813527761078909,0.24985063491258586,0.03150214119530503,196.77668279178454,0.010007965536273478,0.029874001156316776
2009-04-30,18.031429,18.142857,17.845715,17.975714,11.986262,124622400,0.28971773175127424,0.25786188634557655,0.03185584540569769,175.01920560445706,0.0055138567451102904,0.003428995160622339
