date,Open,High,Low,Close,,,,,,,,,,,
21-05-2008,26.524286,26.85,25.178572,25.455715,,,,,,,,,,,
22-05-2008,25.608572,25.904285,24.571428,25.292856,,,,,,,,,,,
23-05-2008,25.824286,25.998571,25.4,25.881428,,,,,,,,,,,
27-05-2008,26.107143,26.632856,25.977142,26.632856,,,,,,,,,,,
28-05-2008,26.772858,26.85,26.245714,26.715714,,,,,,,,,,,
29-05-2008,26.68,26.885714,26.5,26.67,,,,,,,,,,,
30-05-2008,26.778572,27.077143,26.768572,26.964285,,,,,,,,,,,
02-06-2008,26.942858,27.092857,26.361429,26.585714,,,,,,,,,,,
03-06-2008,26.694286,26.885714,26.048571,26.481428,,,,,,,,,,,
04-06-2008,26.288572,26.727142,26.175714,26.455715,,,,,,,,,,,
05-06-2008,26.620001,27.120001,26.528572,27.061428,,,,,,,,,,,
06-06-2008,26.857143,27.135714,26.507143,26.52,,,,,,,,,,,
09-06-2008,26.398571,26.42,25.107143,25.944286,,,,,,,,,,,
10-06-2008,25.787144,26.682858,25.574286,26.52,,,,,,,,,,,
11-06-2008,26.334286,26.571428,25.655714,25.83,,,,,,,,,,,
12-06-2008,25.927143,26.085714,24.457144,24.751429,,,,,,,,,,,
13-06-2008,24.52,24.879999,23.615715,24.624287,,,,,,,,,,,
16-06-2008,24.471428,25.414286,24.152857,25.262857,,,,,,,,,,,
17-06-2008,25.442858,25.998571,25.344286,25.918571,,,,,,,,,,,
18-06-2008,25.874287,26.028572,25.335714,25.535715,,,,,,,,,,,
19-06-2008,25.507143,26.048571,25.257143,25.842857,,,,,,,,,,,
20-06-2008,25.621429,25.857143,25,25.038572,,,,,,,,,,,
23-06-2008,24.962856,25.125713,24.508572,24.737143,,,,,,,,,,,
24-06-2008,24.624287,25.111429,24.518572,24.75,,,,,,,,,,,
25-06-2008,24.944286,25.547142,24.84,25.341429,,,,,,,,,,,
26-06-2008,24.867144,24.977142,24.001429,24.037144,,,,,,,,,,,
27-06-2008,23.787144,24.367144,23.450001,24.298571,,,,,,,,,,,
30-06-2008,24.312857,24.571428,23.802856,23.92,,,,,,,,,,,
01-07-2008,23.461428,24.959999,23.428572,24.954287,,,,,,,,,,,
02-07-2008,25.028572,25.35,24.025715,24.025715,,,,,,,,,,,
03-07-2008,24.227142,24.595715,23.678572,24.302856,,,,,,,,,,,
07-07-2008,24.737143,25.304285,24.557142,25.022858,,,,,,,,,,,
08-07-2008,25.057142,25.671429,24.677143,25.65,,,,,,,,,,,
09-07-2008,25.742857,25.844286,24.877142,24.892857,,,,,,,,,,,
10-07-2008,24.988571,25.334286,24.481428,25.232857,,,,,,,,,,,
11-07-2008,25.067142,25.301428,24.428572,24.654285,,,,,,,,,,,
14-07-2008,25.605715,25.614286,24.725714,24.84,,,,,,,,,,,
15-07-2008,24.639999,24.82,23.77,24.234285,,,,,,,,,,,
16-07-2008,24.314285,24.704287,24.085714,24.687143,,,,,,,,,,,
17-07-2008,24.871429,24.997143,24.484285,24.544285,,,,,,,,,,,
18-07-2008,24.074286,24.235714,23.571428,23.592857,,,,,,,,,,,
21-07-2008,23.842857,23.928572,23.017143,23.755714,,,,,,,,,,,
22-07-2008,21.285715,23.251429,20.932858,23.145714,,,,,,,,,,,
23-07-2008,23.57,24.052856,23.08,23.751429,,,,,,,,,,,
24-07-2008,23.474285,23.608572,22.635714,22.718571,,,,,,,,,,,
25-07-2008,22.914286,23.285715,22.664286,23.16,,,,,,,,,,,
28-07-2008,23.191429,23.209999,22.002857,22.057142,,,,,,,,,,,
29-07-2008,22.201429,22.778572,21.950001,22.440001,,,,,,,,,,,
30-07-2008,22.540001,22.927143,22.297142,22.84,,,,,,,,,,,
31-07-2008,22.505714,23.171429,22.425714,22.707144,,,,,,,,,,,
01-08-2008,22.842857,22.855715,22.25,22.379999,,,,,,,,,,,
04-08-2008,22.371429,22.557142,21.844286,21.889999,,,,,,,,,,,
05-08-2008,22.202858,22.971428,22.117144,22.948572,,,,,,,,,,,
06-08-2008,22.852858,23.914286,22.571428,23.455715,,,,,,,,,,,
07-08-2008,23.244286,23.735714,23.071428,23.367144,,,,,,,,,,,
08-08-2008,23.408571,24.235714,23.392857,24.221428,,,,,,,,,,,
11-08-2008,24.295713,25.214285,24.238571,24.794285,,,,,,,,,,,
12-08-2008,24.788572,25.612858,24.787144,25.247143,,,,,,,,,,,
13-08-2008,25.425714,25.714285,25.128571,25.614286,,,,,,,,,,,
14-08-2008,25.475714,25.778572,25.405714,25.617144,,,,,,,,,,,
15-08-2008,25.577143,25.678572,25.007143,25.105715,,,,,,,,,,,
18-08-2008,25.081429,25.401428,24.831429,25.055714,,,,,,,,,,,
19-08-2008,24.934286,25.295713,24.544285,24.790001,,,,,,,,,,,
20-08-2008,24.967142,25.277143,24.801428,25.120001,,,,,,,,,,,
21-08-2008,24.924286,25.064285,24.555714,24.898571,,,,,,,,,,,
22-08-2008,25.117144,25.357143,25.081429,25.255714,,,,,,,,,,,
25-08-2008,25.164286,25.175714,24.522858,24.65,,,,,,,,,,,
26-08-2008,24.68,24.982857,24.658571,24.805714,,,,,,,,,,,
27-08-2008,24.758572,25.108572,24.598572,24.952858,,,,,,,,,,,
28-08-2008,25.040001,25.178572,24.678572,24.82,,,,,,,,,,,
29-08-2008,24.70857,24.785715,24.148571,24.218571,,,,,,,,,,,
02-09-2008,24.628571,24.785715,23.571428,23.741428,,,,,,,,,,,
03-09-2008,23.834286,24.097143,23.428572,23.851429,,,,,,,,,,,
04-09-2008,23.694286,23.987143,22.972857,23.031429,,,,,,,,,,,
05-09-2008,22.655714,23.200001,22.521429,22.882856,,,,,,,,,,,
08-09-2008,23.51,23.555714,21.637142,22.559999,,,,,,,,,,,
09-09-2008,22.408571,22.851429,21.398571,21.668571,,,,,,,,,,,
10-09-2008,21.76,22.141428,21.257143,21.658571,,,,,,,,,,,
11-09-2008,21.168571,21.855715,20.857143,21.807142,,,,,,,,,,,
12-09-2008,21.558571,21.558571,20.928572,21.277143,,,,,,,,,,,
15-09-2008,20.290001,21.098572,20.051428,20.051428,,,,,,,,,,,
16-09-2008,19.122858,20.357143,18.878571,19.982857,,,,,,,,,,,
17-09-2008,19.784286,19.787144,18.261429,18.261429,,,,,,,,,,,
18-09-2008,18.652857,19.347143,17.24,19.155714,,,,,,,,,,,
19-09-2008,20.371429,20.6,19.472857,20.129999,,,,,,,,,,,
22-09-2008,19.991428,20.035715,18.665714,18.721428,,,,,,,,,,,
23-09-2008,18.835714,19.4,18.094286,18.120001,,,,,,,,,,,
24-09-2008,18.181429,18.707144,17.878571,18.387142,,,,,,,,,,,
25-09-2008,18.542856,19.255714,18.360001,18.847143,,,,,,,,,,,
26-09-2008,17.844286,18.542856,17.571428,18.32,,,,,,,,,,,
29-09-2008,17.088572,17.097143,14.37,15.037143,,,,,,,,,,,
30-09-2008,15.464286,16.428572,15.185715,16.237143,,,,,,,,,,,
01-10-2008,15.988571,16.051428,15.341429,15.588572,,,,,,,,,,,
02-10-2008,15.43,15.541429,14.285714,14.3,,,,,,,,,,,
03-10-2008,14.857142,15.214286,13.521428,13.867143,,,,,,,,,,,
06-10-2008,13.137143,14.111428,12.505714,14.02,,,,,,,,,,,
07-10-2008,14.354285,14.5,12.707143,12.737143,,,,,,,,,,,
08-10-2008,12.272857,13.761429,12.24,12.827143,,,,,,,,,,,
09-10-2008,13.335714,13.685715,12.371428,12.677143,,,,,,,,,,,
10-10-2008,12.242857,14.285714,12.142858,13.828571,,,,,,,,,,,
13-10-2008,14.935715,15.79,14.431429,15.751429,,,,,,,,,,,
14-10-2008,16.608572,16.628571,14.734285,14.868571,,,,,,,,,,,
15-10-2008,14.834286,15.285714,13.984285,13.992857,,,,,,,,,,,
16-10-2008,14.252857,14.775714,13.105714,14.555715,,,,,,,,,,,
17-10-2008,14.228572,14.577143,12.27,13.914286,,,,,,,,,,,
20-10-2008,14.254286,14.29,13.377143,14.062857,,,,,,,,,,,
21-10-2008,13.85,13.985714,13.022857,13.07,,,,,,,,,,,
22-10-2008,13.91,14.464286,13.275714,13.838572,,,,,,,,,,,
23-10-2008,13.787143,14.178572,13.128572,14.032857,,,,,,,,,,,
24-10-2008,12.904285,13.985714,12.872857,13.768572,,,,,,,,,,,
27-10-2008,13.581429,13.947143,13.122857,13.155714,,,,,,,,,,,
28-10-2008,13.632857,14.357142,13.195714,14.272857,,,,,,,,,,,
29-10-2008,14.408571,15.648571,14.277143,14.935715,,,,,,,,,,,
30-10-2008,15.461429,16.027143,15.372857,15.862857,,,,,,,,,,,
31-10-2008,15.342857,15.825714,15.02,15.37,,,,,,,,,,,
03-11-2008,15.132857,15.585714,14.98,15.28,,,,,,,,,,,
04-11-2008,15.712857,15.97,15.238571,15.855714,,,,,,,,,,,
05-11-2008,15.558572,15.674286,14.712857,14.757143,,,,,,,,,,,
06-11-2008,14.435715,14.682858,14,14.157143,,,,,,,,,,,
07-11-2008,14.177143,14.264286,13.674286,14.034286,,,,,,,,,,,
10-11-2008,14.31,14.342857,13.5,13.697143,,,,,,,,,,,
11-11-2008,13.544286,13.881429,13.18,13.538571,,,,,,,,,,,
12-11-2008,13.204286,13.32,12.858571,12.874286,,,,,,,,,,,
13-11-2008,12.838572,13.777143,12.288571,13.777143,,,,,,,,,,,
14-11-2008,13.394286,13.427143,12.857142,12.891429,,,,,,,,,,,
17-11-2008,12.64,12.935715,12.465714,12.591429,,,,,,,,,,,
18-11-2008,12.805715,12.998571,12.408571,12.844286,,,,,,,,,,,
19-11-2008,12.777143,13.082857,12.315714,12.327143,,,,,,,,,,,
20-11-2008,12.177143,12.35,11.428572,11.498571,,,,,,,,,,,
21-11-2008,11.704286,12.017143,11.305715,11.797143,,,,,,,,,,,
24-11-2008,12.172857,13.541429,12.12,13.278571,,,,,,,,,,,
25-11-2008,13.518572,13.53,12.594286,12.971429,,,,,,,,,,,
26-11-2008,12.845715,13.607142,12.835714,13.571428,,,,,,,,,,,
28-11-2008,13.528571,13.537143,13.122857,13.238571,,,,,,,,,,,
01-12-2008,13.042857,13.181429,12.702857,12.704286,,,,,,,,,,,
02-12-2008,12.861428,13.235714,12.357142,13.21,,,,,,,,,,,
03-12-2008,12.771428,13.747143,12.685715,13.7,,,,,,,,,,,
04-12-2008,13.49,13.601429,12.722857,13.058572,,,,,,,,,,,
05-12-2008,12.907143,13.498571,12.694285,13.428572,,,,,,,,,,,
08-12-2008,13.897142,14.4,13.685715,14.245714,,,,,,,,,,,
09-12-2008,14.005714,14.8,13.887143,14.294286,,,,,,,,,,,
10-12-2008,13.981428,14.212857,13.785714,14.03,,,,,,,,,,,
11-12-2008,13.907143,14.462857,13.547143,13.571428,,,,,,,,,,,
12-12-2008,13.257143,14.142858,13.218572,14.038571,,,,,,,,,,,
15-12-2008,13.712857,13.744286,13.285714,13.535714,,,,,,,,,,,
16-12-2008,13.425714,13.782857,13.25,13.632857,,,,,,,,,,,
17-12-2008,13.004286,13.014286,12.574286,12.737143,,,,,,,,,,,
18-12-2008,12.758572,12.975715,12.634286,12.775714,,,,,,,,,,,
19-12-2008,12.848572,12.991428,12.685715,12.857142,,,,,,,,,,,
22-12-2008,12.86,12.861428,12.098572,12.248571,,,,,,,,,,,
23-12-2008,12.41,12.552857,12.271428,12.34,,,,,,,,,,,
24-12-2008,12.305715,12.321428,12.078571,12.148571,,,,,,,,,,,
26-12-2008,12.377143,12.488571,12.177143,12.258572,,,,,,,,,,,
29-12-2008,12.36,12.517143,12.152857,12.372857,,,,,,,,,,,
30-12-2008,12.488571,12.578571,12.102858,12.327143,,,,,,,,,,,
31-12-2008,12.281428,12.534286,12.191428,12.192857,,,,,,,,,,,
02-01-2009,12.268572,13.005714,12.165714,12.964286,,,,,,,,,,,
05-01-2009,13.31,13.74,13.244286,13.511429,,,,,,,,,,,
06-01-2009,13.707143,13.881429,13.198571,13.288571,,,,,,,,,,,
07-01-2009,13.115714,13.214286,12.894286,13.001429,,,,,,,,,,,
08-01-2009,12.918571,13.307143,12.862857,13.242857,,,,,,,,,,,
09-01-2009,13.315714,13.34,12.877143,12.94,,,,,,,,,,,
12-01-2009,12.922857,12.998571,12.507143,12.665714,,,,,,,,,,,
13-01-2009,12.605714,12.82,12.335714,12.53,,,,,,,,,,,
14-01-2009,12.32,12.464286,12.102858,12.19,,,,,,,,,,,
15-01-2009,11.51,12.017143,11.435715,11.911428,,,,,,,,,,,
16-01-2009,12.042857,12.054286,11.485714,11.761429,,,,,,,,,,,
20-01-2009,11.704286,11.714286,11.171429,11.171429,,,,,,,,,,,
21-01-2009,11.341429,11.84,11.33,11.832857,,,,,,,,,,,
22-01-2009,12.577143,12.857142,12.26,12.622857,,,,,,,,,,,
23-01-2009,12.402857,12.838572,12.357142,12.622857,,,,,,,,,,,
26-01-2009,12.694285,12.995714,12.614285,12.805715,,,,,,,,,,,
27-01-2009,12.884286,13.078571,12.82,12.961429,,,,,,,,,,,
28-01-2009,13.16,13.571428,13.071428,13.457143,,,,,,,,,,,
29-01-2009,13.298572,13.477143,13.228572,13.285714,,,,,,,,,,,
30-01-2009,13.228572,13.374286,12.858571,12.875714,,,,,,,,,,,
02-02-2009,12.728572,13.142858,12.7,13.072857,,,,,,,,,,,
03-02-2009,13.131429,13.34,12.897142,13.282857,,,,,,,,,,,
04-02-2009,13.317142,13.75,13.3,13.364285,,,,,,,,,,,
05-02-2009,13.252857,13.892858,13.231428,13.78,,,,,,,,,,,
06-02-2009,13.86,14.285714,13.857142,14.245714,,,,,,,,,,,
09-02-2009,14.285714,14.714286,14.214286,14.644286,,,,,,,,,,,
10-02-2009,14.475715,14.644286,13.865714,13.975715,,,,,,,,,,,
11-02-2009,13.767143,14.044286,13.681429,13.831429,,,,,,,,,,,
12-02-2009,13.69,14.25,13.69,14.181429,,,,,,,,,,,
13-02-2009,14.141429,14.277143,14.017143,14.165714,,,,,,,,,,,
17-02-2009,13.838572,13.862857,13.468572,13.504286,,,,,,,,,,,
18-02-2009,13.578571,13.692857,13.245714,13.481428,,,,,,,,,,,
19-02-2009,13.338572,13.464286,12.872857,12.948571,,,,,,,,,,,
20-02-2009,12.771428,13.2,12.714286,13.028571,,,,,,,,,,,
23-02-2009,13.092857,13.142858,12.358571,12.421429,,,,,,,,,,,
24-02-2009,12.492857,12.984285,12.428572,12.892858,,,,,,,,,,,
25-02-2009,12.837143,13.274285,12.75,13.022857,,,,,,,,,,,
26-02-2009,13.142858,13.274285,12.708571,12.741428,,,,,,,,,,,
27-02-2009,12.561429,13.042857,12.524285,12.758572,,,,,,,,,,,
02-03-2009,12.588572,13.028571,12.524285,12.562857,,,,,,,,,,,
03-03-2009,12.704286,12.962857,12.554286,12.624286,,,,,,,,,,,
04-03-2009,12.882857,13.252857,12.778571,13.024285,,,,,,,,,,,
05-03-2009,12.922857,13.124286,12.635715,12.691428,,,,,,,,,,,
06-03-2009,12.62,12.628572,11.761429,12.185715,,,,,,,,,,,
09-03-2009,12.025714,12.514286,11.795714,11.872857,,,,,,,,,,,
10-03-2009,12.124286,12.738571,12.051429,12.661428,,,,,,,,,,,
11-03-2009,12.83,13.438571,12.797143,13.24,,,,,,,,,,,
12-03-2009,13.271428,13.797143,13.142858,13.764286,,,,,,,,,,,
13-03-2009,13.757143,13.885715,13.572857,13.704286,,,,,,,,,,,
16-03-2009,13.79,13.912857,13.454286,13.631429,,,,,,,,,,,
17-03-2009,13.605714,14.241428,13.581429,14.237143,,,,,,,,,,,
18-03-2009,14.272857,14.782857,14.245714,14.502857,,,,,,,,,,,
19-03-2009,14.55,14.742857,14.321428,14.517143,,,,,,,,,,,
20-03-2009,14.584286,14.73,14.367143,14.512857,,,,,,,,,,,
23-03-2009,14.672857,15.451428,14.535714,15.38,,,,,,,,,,,
24-03-2009,15.194285,15.634286,15.055715,15.214286,,,,,,,,,,,
25-03-2009,15.368571,15.48,14.837143,15.212857,,,,,,,,,,,
26-03-2009,15.404285,15.711429,15.368571,15.695714,,,,,,,,,,,
27-03-2009,15.461429,15.504286,15.2,15.264286,,,,,,,,,,,
30-03-2009,14.93,15.001429,14.658571,14.927143,,,,,,,,,,,
31-03-2009,15.064285,15.35,15,15.017143,,,,,,,,,,,
01-04-2009,14.87,15.571428,14.841429,15.527143,,,,,,,,,,,
02-04-2009,15.734285,16.392857,15.682858,16.101429,,,,,,,,,,,
03-04-2009,16.312857,16.59,16.217142,16.57,,,,,,,,,,,
06-04-2009,16.42,16.964285,16.182858,16.921429,,,,,,,,,,,
07-04-2009,16.647142,16.667143,16.312857,16.428572,,,,,,,,,,,
08-04-2009,16.49,16.684286,16.368572,16.617144,,,,,,,,,,,
09-04-2009,16.917143,17.142857,16.851429,17.081429,,,,,,,,,,,
13-04-2009,17.144285,17.282858,17,17.174286,,,,,,,,,,,
14-04-2009,17.081429,17.167143,16.75,16.901428,,,,,,,,,,,
15-04-2009,16.742857,16.892857,16.537144,16.805714,,,,,,,,,,,
16-04-2009,17.027143,17.592857,16.969999,17.35,,,,,,,,,,,
17-04-2009,17.311428,17.75,17.178572,17.631428,,,,,,,,,,,
20-04-2009,17.389999,17.57,17.022858,17.214285,,,,,,,,,,,
21-04-2009,16.984285,17.448572,16.942858,17.394285,,,,,,,,,,,
22-04-2009,17.518572,17.907143,17.314285,17.358572,,,,,,,,,,,
23-04-2009,18.088572,18.171429,17.644285,17.914286,,,,,,,,,,,
24-04-2009,17.805714,17.877142,17.567142,17.700001,,,,,,,,,,,
27-04-2009,17.557142,17.857143,17.522858,17.818571,,,,,,,,,,,
28-04-2009,17.621429,18.030001,17.608572,17.700001,,,,,,,,,,,
29-04-2009,17.835714,18.121429,17.690001,17.877142,,,,,,,,,,,
30-04-2009,18.031429,18.142857,17.845715,17.975714,,,,,,,,,,,
01-05-2009,17.971428,18.278572,17.971428,18.177143,,,,,,,,,,,
04-05-2009,18.32,18.892857,18.24,18.867144,,,,,,,,,,,
05-05-2009,18.821428,18.98,18.731428,18.95857,,,,,,,,,,,
06-05-2009,19.047142,19.071428,18.602858,18.928572,,,,,,,,,,,
07-05-2009,18.904285,18.912857,18.271429,18.437143,,,,,,,,,,,
08-05-2009,18.434286,18.747143,18.037144,18.455715,,,,,,,,,,,
11-05-2009,18.195715,18.70857,18.16,18.51,,,,,,,,,,,
12-05-2009,18.508572,18.530001,17.607143,17.774286,,,,,,,,,,,
13-05-2009,17.601429,17.717142,17.054285,17.07,,,,,,,,,,,
14-05-2009,17.111429,17.647142,17.1,17.564285,,,,,,,,,,,
15-05-2009,17.474285,17.802856,17.372858,17.488571,,,,,,,,,,,
18-05-2009,17.675714,18.1,17.367144,18.092857,,,,,,,,,,,
19-05-2009,18.117144,18.472857,17.962856,18.207144,,,,,,,,,,,
20-05-2009,18.232857,18.45857,17.9,17.981428,,,,,,,,,,,
21-05-2009,17.878571,18.111429,17.555714,17.74,,,,,,,,,,,
22-05-2009,17.721428,17.74,17.392857,17.5,,,,,,,,,,,
26-05-2009,17.822857,18.690001,17.792856,18.682858,,,,,,,,,,,
27-05-2009,18.825714,19.282858,18.701429,19.007143,,,,,,,,,,,
28-05-2009,19.064285,19.341429,18.861429,19.295713,,,,,,,,,,,
29-05-2009,19.341429,19.414286,19.121429,19.401428,,,,,,,,,,,
01-06-2009,19.495714,19.998571,19.428572,19.907143,,,,,,,,,,,
02-06-2009,19.855715,20.191429,19.764286,19.927143,,,,,,,,,,,
03-06-2009,20,20.158571,19.867144,20.135714,,,,,,,,,,,
04-06-2009,20.018572,20.597143,20.005714,20.534286,,,,,,,,,,,
05-06-2009,20.758572,20.914286,20.45857,20.667143,,,,,,,,,,,
08-06-2009,20.545713,20.604286,19.918571,20.549999,,,,,,,,,,,
09-06-2009,20.544285,20.651428,20.078571,20.388571,,,,,,,,,,,
10-06-2009,20.325714,20.335714,19.757143,20.035715,,,,,,,,,,,
11-06-2009,19.935715,20.222857,19.792856,19.992857,,,,,,,,,,,
12-06-2009,19.83,19.871429,19.434286,19.567142,,,,,,,,,,,
15-06-2009,19.43,19.561428,19.27,19.441429,,,,,,,,,,,
16-06-2009,19.522858,19.781429,19.442858,19.478571,,,,,,,,,,,
17-06-2009,19.524286,19.635714,19.218571,19.368572,,,,,,,,,,,
18-06-2009,19.444286,19.714285,19.370001,19.411428,,,,,,,,,,,
19-06-2009,19.724285,19.928572,19.557142,19.925714,,,,,,,,,,,
22-06-2009,20.095715,20.222857,19.475714,19.624287,,,,,,,,,,,
23-06-2009,19.485714,19.564285,18.982857,19.144285,,,,,,,,,,,
24-06-2009,19.345715,19.642857,19.265715,19.459999,,,,,,,,,,,
25-06-2009,19.392857,20.028572,19.315714,19.98,,,,,,,,,,,
26-06-2009,19.969999,20.508572,19.962856,20.348572,,,,,,,,,,,
29-06-2009,20.494286,20.564285,20.219999,20.281429,,,,,,,,,,,
30-06-2009,20.368572,20.542856,20.257143,20.347143,,,,,,,,,,,
01-07-2009,20.5,20.665714,20.360001,20.404285,,,,,,,,,,,
02-07-2009,20.178572,20.404285,19.969999,20.002857,,,,,,,,,,,
06-07-2009,19.814285,19.855715,19.464285,19.801428,,,,,,,,,,,
07-07-2009,19.782858,19.954287,19.311428,19.342857,,,,,,,,,,,
08-07-2009,19.417143,19.719999,19.202858,19.602858,,,,,,,,,,,
09-07-2009,19.68,19.712856,19.418571,19.48,,,,,,,,,,,
10-07-2009,19.477142,19.852858,19.474285,19.788572,,,,,,,,,,,
13-07-2009,19.934286,20.334286,19.647142,20.334286,,,,,,,,,,,
14-07-2009,20.290001,20.454287,20.165714,20.324286,,,,,,,,,,,
15-07-2009,20.719999,21,20.617144,20.982857,,,,,,,,,,,
16-07-2009,20.822857,21.145714,20.795713,21.074286,,,,,,,,,,,
17-07-2009,21.297142,21.717142,21.232857,21.678572,,,,,,,,,,,
20-07-2009,21.895714,22.148571,21.555714,21.844286,,,,,,,,,,,
21-07-2009,21.898571,21.918571,21.392857,21.644285,,,,,,,,,,,
22-07-2009,22.54143,22.675714,22.301428,22.391428,,,,,,,,,,,
23-07-2009,22.375713,22.634285,22.222857,22.545713,,,,,,,,,,,
24-07-2009,22.421429,22.857143,22.357143,22.855715,,,,,,,,,,,
27-07-2009,22.881428,22.982857,22.465714,22.871429,,,,,,,,,,,
28-07-2009,22.697144,22.871429,22.514286,22.857143,,,,,,,,,,,
29-07-2009,22.700001,22.921429,22.607143,22.861429,,,,,,,,,,,
30-07-2009,23.1,23.531429,23.071428,23.255714,,,,,,,,,,,
31-07-2009,23.284286,23.571428,23.272858,23.341429,,,,,,,,,,,
03-08-2009,23.601429,23.805714,23.552856,23.775715,,,,,,,,,,,
04-08-2009,23.561428,23.652857,23.45857,23.65,,,,,,,,,,,
05-08-2009,23.678572,23.912857,23.45857,23.587143,,,,,,,,,,,
06-08-2009,23.654285,23.787144,23.298571,23.415714,,,,,,,,,,,
07-08-2009,23.641428,23.799999,23.542856,23.644285,,,,,,,,,,,
10-08-2009,23.665714,23.799999,23.379999,23.531429,,,,,,,,,,,
11-08-2009,23.384285,23.482857,23.125713,23.261429,,,,,,,,,,,
12-08-2009,23.221428,23.815714,23.20857,23.615715,,,,,,,,,,,
13-08-2009,23.807142,24.095715,23.785715,24.059999,,,,,,,,,,,
14-08-2009,23.991428,24.032858,23.647142,23.825714,,,,,,,,,,,
17-08-2009,23.364286,23.370001,22.774286,22.798571,,,,,,,,,,,
18-08-2009,23.09,23.462856,23.058571,23.428572,,,,,,,,,,,
19-08-2009,23.25,23.614286,23.207144,23.514286,,,,,,,,,,,
20-08-2009,23.568571,23.817142,23.515715,23.761429,,,,,,,,,,,
21-08-2009,23.950001,24.195715,23.828571,24.174286,,,,,,,,,,,
24-08-2009,24.302856,24.387142,24.038572,24.151428,,,,,,,,,,,
25-08-2009,24.20857,24.42,24.161428,24.200001,,,,,,,,,,,
26-08-2009,24.131428,24.221428,23.822857,23.915714,,,,,,,,,,,
27-08-2009,24.107143,24.224285,23.547142,24.207144,,,,,,,,,,,
28-08-2009,24.610001,24.641428,24.075714,24.292856,,,,,,,,,,,
31-08-2009,24.022858,24.121429,23.785715,24.030001,,,,,,,,,,,
01-09-2009,23.998571,24.285715,23.562857,23.614286,,,,,,,,,,,
02-09-2009,23.517143,23.944286,23.444286,23.597143,,,,,,,,,,,
03-09-2009,23.777143,23.871429,23.571428,23.792856,,,,,,,,,,,
04-09-2009,23.897142,24.385714,23.870001,24.33,,,,,,,,,,,
08-09-2009,24.711428,24.734285,24.571428,24.704287,,,,,,,,,,,
09-09-2009,24.682858,24.924286,24.242857,24.448572,,,,,,,,,,,
10-09-2009,24.58,24.75,24.401428,24.651428,,,,,,,,,,,
11-09-2009,24.701429,24.74,24.41,24.594286,,,,,,,,,,,
14-09-2009,24.404285,24.842857,24.321428,24.817142,,,,,,,,,,,
15-09-2009,24.862858,25.092857,24.798571,25.022858,,,,,,,,,,,
16-09-2009,25.427143,26.107143,25.411428,25.981428,,,,,,,,,,,
17-09-2009,25.997143,26.684286,25.995714,26.364286,,,,,,,,,,,
18-09-2009,26.547142,26.65,26.394285,26.431429,,,,,,,,,,,
21-09-2009,26.327143,26.451429,25.945715,26.288572,,,,,,,,,,,
22-09-2009,26.455715,26.482857,26.121429,26.354286,,,,,,,,,,,
23-09-2009,26.485714,26.985714,26.432858,26.5,,,,,,,,,,,
24-09-2009,26.742857,26.814285,26.110001,26.26,,,,,,,,,,,
25-09-2009,26.001429,26.5,25.92,26.052856,,,,,,,,,,,
28-09-2009,26.267143,26.668571,26.190001,26.592857,,,,,,,,,,,
29-09-2009,26.675714,26.771429,26.33,26.482857,,,,,,,,,,,
30-09-2009,26.59,26.635714,26.087143,26.478571,,,,,,,,,,,
01-10-2009,26.478571,26.602858,25.814285,25.837143,,,,,,,,,,,
02-10-2009,25.915714,26.562857,25.907143,26.414286,,,,,,,,,,,
05-10-2009,26.6,26.694286,26.324286,26.574286,,,,,,,,,,,
06-10-2009,26.82,27.144285,26.757143,27.144285,,,,,,,,,,,
07-10-2009,27.108572,27.221428,27.004286,27.178572,,,,,,,,,,,
08-10-2009,27.237143,27.35,26.984285,27.038572,,,,,,,,,,,
09-10-2009,26.995714,27.242857,26.945715,27.209999,,,,,,,,,,,
12-10-2009,27.288572,27.358572,27.091429,27.258572,,,,,,,,,,,
13-10-2009,27.232857,27.309999,27.1,27.145714,,,,,,,,,,,
14-10-2009,27.464285,27.474285,27.175714,27.327143,,,,,,,,,,,
15-10-2009,27.09,27.274286,27.075714,27.222857,,,,,,,,,,,
16-10-2009,27.049999,27.194286,26.834286,26.864286,,,,,,,,,,,
19-10-2009,26.835714,27.142857,26.507143,27.122858,,,,,,,,,,,
20-10-2009,28.657143,28.821428,28.264286,28.394285,,,,,,,,,,,
21-10-2009,28.502857,29.815714,28.461428,29.274286,,,,,,,,,,,
22-10-2009,29.242857,29.692858,28.93,29.314285,,,,,,,,,,,
23-10-2009,29.385714,29.4,29.032858,29.134285,,,,,,,,,,,
26-10-2009,29.095715,29.535715,28.585714,28.925714,,,,,,,,,,,
27-10-2009,28.808571,28.972857,28.064285,28.195715,,,,,,,,,,,
28-10-2009,28.244286,28.288572,27.299999,27.485714,,,,,,,,,,,
29-10-2009,27.857143,28.115715,27.448572,28.049999,,,,,,,,,,,
30-10-2009,28.008572,28.114286,26.881428,26.928572,,,,,,,,,,,
02-11-2009,27.114286,27.554285,26.51,27.044285,,,,,,,,,,,
03-11-2009,26.835714,27.074286,26.559999,26.964285,,,,,,,,,,,
04-11-2009,27.247143,27.692858,27.175714,27.258572,,,,,,,,,,,
05-11-2009,27.485714,27.857143,27.402857,27.718571,,,,,,,,,,,
06-11-2009,27.501429,27.884285,27.485714,27.762857,,,,,,,,,,,
09-11-2009,28.134285,28.842857,28.037144,28.780001,,,,,,,,,,,
