index,date,Open,High,Low,Close,Adj Close,Volume,30 mavg,26 ema,12 ema,MACD,Signal,Crossover
36,2016-02-25,96.050003,96.760002,95.25,96.760002,91.882057,27582700,96.36066603333332,96.1968475155042,96.01188950255693,-0.18495801294727698,-0.3747194628596087,0.18976144991233174
37,2016-02-26,97.199997,98.019997,96.580002,96.910004,92.02449,28991100,96.34466619999998,96.25267111779928,96.15030320810072,-0.10236790969855747,-0.3202378368363725,0.21786992713781506
38,2016-02-29,96.860001,98.230003,96.650002,96.690002,91.815598,35216300,96.25033303333332,96.28676070764988,96.23345693332479,-0.05330377432508726,-0.26684215245429865,0.2135383781292114
39,2016-03-01,97.650002,100.769997,97.419998,100.529999,95.461998,50407100,96.36366643333331,96.61624093772576,96.89529272784546,0.27905179011969494,-0.15764884965999731,0.43670063977969226
40,2016-03-02,100.510002,100.889999,99.639999,100.75,95.670914,33169600,96.49999963333332,96.93607712589868,97.48895406612402,0.552876940225346,-0.015528578863511796,0.5684055190888577
41,2016-03-03,100.580002,101.709999,100.449997,101.5,96.383095,36955700,96.65699959999999,97.28803519761152,98.10659217881097,0.8185569811994498,0.15130272558686922,0.6672542556125806
42,2016-03-04,102.370003,103.75,101.370003,103.010002,97.816986,46055100,96.88066623333333,97.7279598045895,98.86153602786308,1.1335762232735789,0.3477707960482193,0.7858054272253596
43,2016-03-07,102.389999,102.830002,100.959999,101.870003,96.734444,35828900,96.8956664,98.04552226222857,99.32467459681743,1.2791523345888578,0.5340572461554137,0.7450950884334441
44,2016-03-08,100.779999,101.760002,100.400002,101.029999,95.936798,31561900,96.9486663,98.27374432656187,99.58717487291864,1.31343054635677,0.689938695790391,0.6234918505663789
45,2016-03-09,101.309998,101.580002,100.269997,101.120003,96.022263,27201700,96.98633313333333,98.49087672617246,99.82310308963864,1.3322263634661766,0.8184007055732792,0.5138256578928975
46,2016-03-10,101.410004,102.239998,100.150002,101.169998,96.069733,33513600,97.24466646666666,98.69480744910072,100.03039836048625,1.3355909113855233,0.9218416302478584,0.41374928113766496
47,2016-03-11,102.239998,102.279999,101.5,102.260002,97.104797,27408200,97.517,98.96563106888608,100.37352729120373,1.407896222317646,1.0190547165860842,0.38884150573156195
48,2016-03-14,101.910004,102.910004,101.779999,102.519997,97.351677,25076100,97.68966669999999,99.23512300525644,100.70384543455461,1.4687224292981682,1.1089898636251398,0.35973256567302836
49,2016-03-15,103.959999,105.18,103.849998,104.580002,99.307831,40067700,97.96133343333332,99.63966530669933,101.30031783706062,1.6606525303612898,1.2193239717133817,0.4413285586479081
50,2016-03-16,104.610001,106.309998,104.589996,105.970001,100.627762,38303500,98.34433336666666,100.11802273590601,102.01887397442138,1.9008512385153722,1.3556309814247007,0.5452202570906715
51,2016-03-17,105.519997,106.470001,104.959999,105.800003,100.466324,34420700,98.65933353333331,100.54674703598039,102.6006843401792,2.0539373041988114,1.4952935217109686,0.5586437824878427
52,2016-03-18,106.339996,106.5,105.190002,105.919998,100.580276,44205200,98.97000019999997,100.95161826525289,103.11142092785302,2.1598026626001285,1.628196321077095,0.5316063415230334
53,2016-03-21,105.93,107.650002,105.139999,105.910004,100.570778,35502700,99.36633376666664,101.32475378003718,103.54202421020372,2.2172704301665362,1.7460118316452298,0.47125859852130647
54,2016-03-22,105.25,107.290001,105.209999,106.720001,101.339943,32444400,99.75666706666665,101.73028635265601,104.03099371921385,2.3007073665578446,1.8569514574707757,0.44375590908706886
55,2016-03-23,106.480003,107.07,105.900002,106.129997,100.779694,25703500,100.12800036666664,102.06062933020732,104.35394524560733,2.293315915400015,1.9442246755844987,0.3490912398155164
56,2016-03-24,105.470001,106.25,104.889999,105.669998,100.342873,26133000,100.50800039999997,102.33135803570487,104.5564297254369,2.225071689732033,2.000394246538258,0.22467744319377525
57,2016-03-28,106.0,106.190002,105.059998,105.190002,99.887093,19411400,100.89100056666663,102.54557707160774,104.65390842214529,2.1083313505375543,2.021981719029844,0.08634963150771036
58,2016-03-29,104.889999,107.790001,104.879997,107.68,102.251556,31190100,101.34733396666662,102.93000497417279,105.11948537889403,2.1894804047212375,2.055481520340993,0.13399888438024465
59,2016-03-30,108.650002,110.419998,108.599998,109.559998,104.036758,45601100,101.77800059999997,103.42601408232474,105.80267147068881,2.376657388364066,2.1197167923858755,0.2569405959781905
60,2016-03-31,109.720001,109.900002,108.879997,108.989998,103.495514,25888400,102.14033376666663,103.84196461962576,106.29304780340159,2.451083183775836,2.18599015191477,0.26509303186106603
61,2016-04-01,108.779999,110.0,108.199997,109.989998,104.445091,25874000,102.59800029999997,104.30126336060297,106.86182743564105,2.560564075038073,2.2609050100157093,0.2996590650223636
62,2016-04-04,110.419998,112.190002,110.269997,111.120003,105.518127,37356200,103.10066703333331,104.81034627949771,107.51694897336874,2.7066026938710337,2.3500446167290714,0.3565580771419623
63,2016-04-05,109.510002,110.730003,109.419998,109.809998,104.274162,26578700,103.53166706666664,105.18339885783898,107.86973376841038,2.6863349105714036,2.417302717716132,0.26903219285527147
64,2016-04-06,110.230003,110.980003,109.199997,110.959999,105.366203,26404100,104.0740003,105.61419066304802,108.34516833604904,2.7309776730010213,2.4800377402766394,0.250939932724382
65,2016-04-07,109.949997,110.419998,108.120003,108.540001,103.068192,31801900,104.48866706666665,105.83227459201805,108.37514308003209,2.5428684880140366,2.492603894872377,0.05026459314165965
66,2016-04-08,108.910004,109.769997,108.169998,108.660004,103.182144,23581700,104.88533379999997,106.04295003976898,108.41896844066359,2.3760184008946084,2.4692867885829943,-0.09326838768838597
67,2016-04-11,108.970001,110.610001,108.830002,109.019997,103.523987,29407500,105.28900023333331,106.264654969358,108.51143545067731,2.2467804813193055,2.42478551568853,-0.17800503436922455
68,2016-04-12,109.339996,110.5,108.660004,110.440002,104.872406,27232300,105.74733356666664,106.57547550798961,108.8081409230989,2.2326654151092953,2.3863614876693187,-0.15369607256002338
69,2016-04-13,110.800003,112.339996,110.800003,112.040001,106.391754,33257300,106.13100029999997,106.98211531997514,109.3053543152024,2.323238995227257,2.373736987103539,-0.05049799187628201
70,2016-04-14,111.620003,112.389999,111.330002,112.099998,106.448715,25473900,106.50933356666664,107.36283029118613,109.73530253359793,2.3724722424118028,2.3734840381318936,-0.0010117957200908023
71,2016-04-15,112.110001,112.300003,109.730003,109.849998,104.312149,46939000,106.78766683333332,107.54779031947523,109.75294809540313,2.2051577759279013,2.3398187821457297,-0.1346610062178284
72,2016-04-18,108.889999,108.949997,106.940002,107.480003,102.061638,60834000,106.93666686666666,107.54275073615548,109.40326246658482,1.8605117304293373,2.2439573637261425,-0.38344563329680525
73,2016-04-19,107.879997,108.0,106.230003,106.910004,101.52037,32384900,107.10466689999998,107.49572248240271,109.01968259996448,1.5239601175617707,2.0999579047877237,-0.575997787225953
74,2016-04-20,106.639999,108.089996,106.059998,107.129997,101.729279,30611000,107.30800016666666,107.4685471013275,108.72896068603902,1.2604135847115145,1.9320490317188532,-0.6716354470073387
75,2016-04-21,106.93,106.93,105.519997,105.970001,100.627762,31552500,107.46966676666666,107.3572227753749,108.30450404960776,0.9472812742328642,1.735095471725884,-0.7878141974930197
76,2016-04-22,105.010002,106.480003,104.620003,105.68,100.352371,33683100,107.62000016666666,107.23265155364516,107.90073314933542,0.6680815956902677,1.5216926891545013,-0.8536110934642336
77,2016-04-25,105.0,105.650002,104.510002,105.080002,99.782631,28031600,107.71400016666666,107.07280097276173,107.4667735592823,0.3939725865205759,1.2961486624011256,-0.9021760758805497
78,2016-04-26,103.910004,105.300003,103.910004,104.349998,99.089409,56016200,107.77500020000001,106.87064926889366,106.9872687372894,0.11661946839574,1.0602428183899293,-0.9436233499941893
79,2016-04-27,96.0,98.709999,95.68,97.82,92.888634,114602100,107.54966680000001,106.19880727425695,105.57691748629234,-0.621889787964605,0.7238162911748802,-1.3457060791394853
80,2016-04-28,97.610001,97.879997,94.25,94.830002,90.049362,82242700,107.17833350000001,105.35501812435139,103.9235436763355,-1.4314744480158907,0.2927581372438155,-1.7242325852597062
81,2016-04-29,93.989998,94.720001,92.510002,93.739998,89.014297,68531500,106.77633333333334,104.49308049356227,102.35684258022233,-2.13623791333994,-0.1930410783662661,-1.943196834973674
82,2016-05-02,93.970001,94.080002,92.400002,93.639999,88.91933399999998,48160100,106.36700003333335,103.68779403206487,101.01578844604896,-2.6720055860159135,-0.6888339843812655,-1.983171601634648
83,2016-05-03,94.199997,95.739998,93.68,95.18,90.381714,56831300,106.00933323333335,103.05660404154693,100.11797411631038,-2.9386299252365546,-1.1387931758086804,-1.7998367494278742
84,2016-05-04,95.199997,95.900002,93.82,94.190002,89.441612,41025500,105.59166660000001,102.39887021906237,99.20597778497324,-3.1928924340891314,-1.5496130298432549,-1.6432794042458765
85,2016-05-05,94.0,94.07,92.68,93.239998,89.078583,35890500,105.16199996666667,101.71952815999796,98.28813421218526,-3.4313939478127082,-1.925969215180308,-1.5054247326324002
86,2016-05-06,93.370003,93.449997,91.849998,92.720001,88.581795,43458200,104.73033340000002,101.05207132376297,97.43149791566448,-3.620573408098494,-2.264890055019764,-1.3556833530787298
87,2016-05-09,93.0,93.769997,92.589996,92.790001,88.648651,32936400,104.31700003333336,100.43936472054445,96.71742117246446,-3.7219435480799916,-2.556300754495632,-1.1656427935843596
88,2016-05-10,93.330002,93.57,92.110001,93.419998,89.25054200000002,33686800,103.84166663333335,99.91885992058516,96.21012512266394,-3.708734797921224,-2.786787563727332,-0.9219472341938921
89,2016-05-11,93.480003,93.57,92.459999,92.510002,88.381157,28719100,103.27333343333335,99.36951648471994,95.64087524331704,-3.7286412414028973,-2.97515829961981,-0.7534829417830875
90,2016-05-12,92.720001,92.779999,89.470001,90.339996,86.308014,76314700,102.65166670000002,98.70005475077822,94.8253551558736,-3.8746995949046266,-3.1550665589498217,-0.7196330359548049
91,2016-05-13,90.0,91.669998,90.0,90.519997,86.479965,44392800,102.00266666666668,98.09361427391514,94.1629922225634,-3.930622051351733,-3.310177657618535,-0.620444393733198
92,2016-05-16,92.389999,94.389999,91.650002,93.879997,89.69001800000002,61259800,101.42799980000001,97.7812511150914,94.11945448822311,-3.6617966268682807,-3.380501451536792,-0.2812951753314885
93,2016-05-17,94.550003,94.699997,93.010002,93.489998,89.317413,46916900,100.88399980000001,97.46315104141708,94.02261501383121,-3.440536027585864,-3.392508366755936,-0.04802766082992793
94,2016-05-18,94.160004,95.209999,93.889999,94.559998,90.339684,42062400,100.33733310000001,97.24795893064848,94.10528932998956,-3.1426696006589196,-3.3425406135054705,0.19987101284655084
95,2016-05-19,94.639999,94.639999,93.57,94.199997,89.995728,30442100,99.85933296666668,97.02204425110216,94.11985974234022,-2.902184508761934,-3.2544693925129637,0.35228488375102973
96,2016-05-20,94.639999,95.43,94.519997,95.220001,90.970207,32026000,99.4113328666667,96.8884830808948,94.28911225904683,-2.5993708218479696,-3.123449678327838,0.5240788564798682
97,2016-05-23,95.870003,97.190002,95.669998,96.43,92.126205,38018600,98.99166630000003,96.85450335381017,94.61847962937796,-2.236023724432215,-2.945964487492222,0.7099407630600072
98,2016-05-24,97.220001,98.089996,96.839996,97.900002,93.530609,35140200,98.57366630000003,96.93198573890781,95.12332925802068,-1.8086564808871373,-2.7185028861132867,0.9098464052261495
99,2016-05-25,98.669998,99.739998,98.110001,99.620003,95.173828,38168800,98.1596663666667,97.13118868523932,95.81512525677651,-1.3160634284628117,-2.438014994526055,1.1219515660632435
100,2016-05-26,99.68,100.730003,98.639999,100.410004,95.928566,56331200,97.76999990000003,97.37416616808927,96.5220297120572,-0.8521364560320706,-2.1208392867755705,1.2687028307435
101,2016-05-27,99.440002,100.470001,99.25,100.349998,95.871239,36229500,97.45333323333335,97.59468410068504,97.11094793363844,-0.48373616704660094,-1.7934186627870907,1.3096824957404898
102,2016-05-31,99.599998,100.400002,98.82,99.860001,95.403122,42307200,97.19933316666669,97.76254592911968,97.53387918885849,-0.22866674026118972,-1.480468278249271,1.2518015379880814
103,2016-06-01,99.019997,99.540001,98.330002,98.459999,94.065598,29173300,96.91766633333336,97.81422638810203,97.67635916386295,-0.1378672242390735,-1.211948067424827,1.0740808431857536
104,2016-06-02,97.599998,97.839996,96.629997,97.720001,93.358643,40191600,96.60399980000004,97.80724456962224,97.68307329266129,-0.12417127696095065,-0.9943927093175302,0.8702214323565796
105,2016-06-03,97.790001,98.269997,97.449997,97.919998,93.549706,28062900,96.33566636666669,97.81559906890485,97.71952324838006,-0.09607582052478847,-0.8147293315493879,0.7186535110245994
106,2016-06-06,97.989998,101.889999,97.550003,98.629997,94.228004,23292500,96.10066626666669,97.87594084733739,97.85959613566253,-0.0163447116748614,-0.6550524075676613,0.6387076958927999
107,2016-06-07,99.25,99.870003,98.959999,99.029999,94.610161,22409500,95.89899950000002,97.9614476371834,98.03965811742133,0.07821048023792798,-0.5083998300015314,0.5866103102394594
108,2016-06-08,99.019997,99.559998,98.68,98.940002,94.524185,20848100,95.71866630000001,98.03394963326063,98.17817256260685,0.1442229293462134,-0.3778752781284139,0.5220982074746273
109,2016-06-09,98.5,99.989998,98.459999,99.650002,95.202492,26601400,95.77966636666666,98.15368242755923,98.40460786303527,0.2509254354760344,-0.25211513540477354,0.5030405708808079
110,2016-06-10,98.529999,99.349998,98.480003,98.830002,94.419098,31712900,95.9129997,98.20378994302362,98.47005311545509,0.266263172431465,-0.1484394738357117,0.41470264626717673
111,2016-06-13,98.690002,99.120003,97.099998,97.339996,92.995583,38020500,96.03299963333333,98.13979365351913,98.29619817331414,0.1564045197950037,-0.08747067510871517,0.24387519490371887
112,2016-06-14,97.32,98.480003,96.75,97.459999,93.110229,31931900,96.16033296666667,98.08943007554785,98.1675521458354,0.0781220702875487,-0.05435212602909152,0.1324741963166402
113,2016-06-15,97.82,98.410004,97.029999,97.139999,92.80452,29445200,96.22566626666668,98.01909096121713,98.00946704562865,-0.009623915588477416,-0.045406483940888566,0.03578256835241115
114,2016-06-16,96.449997,97.75,96.07,97.550003,93.196228,31326800,96.33766630000001,97.98433872458372,97.93878026905745,-0.04555845552627602,-0.04543687825796628,-0.0001215772683097402
115,2016-06-17,96.620003,96.650002,95.300003,95.330002,91.075302,61008200,96.40733310000002,97.78769509641569,97.5374297645851,-0.2502653318305903,-0.08640256897272597,-0.16386276285786433
116,2016-06-20,96.0,96.57,95.029999,95.099998,90.85556,34411900,96.48666633333336,97.58858195899829,97.16244026112341,-0.42614169787488265,-0.15435039475346898,-0.27179130312141364
117,2016-06-21,94.940002,96.349998,94.68,95.910004,91.629425,35546400,96.59066643333335,97.4642287042613,96.96975775888261,-0.4944709453786942,-0.22237450487876367,-0.27209644049993054
118,2016-06-22,96.25,96.889999,95.349998,95.550003,91.285477,29219100,96.66166660000002,97.32241927013894,96.75133394931585,-0.5710853208230873,-0.2921166680678331,-0.2789686527552542
119,2016-06-23,95.940002,96.290001,95.25,96.099998,91.810951,32240200,96.78133313333336,97.23186071402287,96.65112841845472,-0.5807322955681542,-0.34983979356803285,-0.23089250200012135
120,2016-06-24,92.910004,94.660004,92.650002,93.400002,89.231445,75311400,96.88333333333335,96.94799369237364,96.15095512247512,-0.7970385698985183,-0.43927954883429793,-0.35775902106422036
121,2016-06-27,93.0,93.050003,91.5,92.040001,87.932129,45489600,96.93400013333334,96.58440827569453,95.51850064120339,-1.0659076344911398,-0.5646051659658545,-0.5013024685252853
122,2016-06-28,92.900002,93.660004,92.139999,93.589996,89.412949,40444900,96.92433343333336,96.36258278426187,95.22180761912614,-1.1407751651357358,-0.6798391657999694,-0.46093599933576646
123,2016-06-29,93.970001,94.550003,93.629997,94.400002,90.186806,36531000,96.95466690000002,96.21719600719632,95.0953759852869,-1.1218200219094143,-0.7682353370219435,-0.35358468488747086
124,2016-06-30,94.440002,95.769997,94.300003,95.599998,91.333252,35836400,96.98933356666667,96.17147460135267,95.17301014146288,-0.9984644598897887,-0.814281161595548,-0.18418329829424074
125,2016-07-01,95.489998,96.470001,95.330002,95.889999,91.610306,26026500,97.04566696666667,96.15062327524346,95.28331611977902,-0.8673071554644451,-0.8248863603693339,-0.04242079509511121
126,2016-07-05,95.389999,95.400002,94.459999,94.989998,90.750465,27705200,97.0380002,96.06464613973638,95.23819025517007,-0.8264558845663146,-0.8252002652087301,-0.0012556193575844476
127,2016-07-06,94.599998,95.660004,94.370003,95.529999,91.26638,30949100,97.00800016666668,96.02504056093667,95.28308390824404,-0.741956652692636,-0.8085515427055046,0.06659489001286856
128,2016-07-07,95.699997,96.5,95.620003,95.940002,91.658073,25139600,96.94266683333333,96.0187411009207,95.38414823009687,-0.6345928708238375,-0.7737598083291601,0.1391669375053226
129,2016-07-08,96.489998,96.889999,96.050003,96.68,92.365028,28912100,96.84466673333333,96.06772545453086,95.583510040925,-0.4842154136058525,-0.715850929384484,0.2316355157786315
130,2016-07-11,96.75,97.650002,96.730003,96.980003,92.651665,23794900,96.73033336666667,96.13530439583825,95.79835511161923,-0.33694928421901693,-0.6400706003513753,0.3031213161323584
131,2016-07-12,97.169998,97.699997,97.120003,97.419998,93.072037,24167500,96.6326667,96.23047057096379,96.04783863297469,-0.18263193798910038,-0.5485828678789056,0.36595092988980527
132,2016-07-13,97.410004,97.669998,96.839996,96.870003,92.546562,25892200,96.5330001,96.27784504245182,96.17432545869926,-0.10351958375255776,-0.4595702110536246,0.35605062730106685
133,2016-07-14,97.389999,98.989998,97.32,98.790001,94.380875,38919000,96.54400016666665,96.46393684830423,96.57673708051419,0.11280023220996327,-0.3450961224008952,0.4578963546108585
134,2016-07-15,98.919998,99.300003,98.5,98.779999,94.371315,30137000,96.5793334333333,96.63550228269322,96.9157004527972,0.2801981701039722,-0.22003726389991143,0.5002354340038836
135,2016-07-18,98.699997,100.129997,98.599998,99.830002,95.374451,36493900,96.64300023333332,96.87213862813684,97.36405453704316,0.4919159089063214,-0.07764662933865549,0.5695625382449769
136,2016-07-19,99.559998,100.0,99.339996,99.870003,95.412666,23779900,96.68433376666665,97.09420850944558,97.74958506985007,0.6553765604044912,0.06895800860998157,0.5864185517945096
137,2016-07-20,100.0,100.459999,99.739998,99.959999,95.498657,26276000,96.71533376666666,97.30649446787464,98.08964875144468,0.7831542835700418,0.21179726360199957,0.5713570199680422
138,2016-07-21,99.830002,101.0,99.129997,99.43,94.99231,32702000,96.73166703333332,97.46379472885836,98.29585663585479,0.8320619069964295,0.33585019228088964,0.4962117147155398
139,2016-07-22,99.260002,99.300003,98.309998,98.660004,94.256683,28313700,96.6986671,97.55240467721761,98.35187930726565,0.7994746300480386,0.4285750798343219,0.37089955021371673
140,2016-07-25,98.25,98.839996,96.919998,97.339996,92.995583,40382900,96.64900023333333,97.53667039626956,98.19620495229253,0.659534556022976,0.4747669750720537,0.18476758095092227
141,2016-07-26,96.82,97.970001,96.419998,96.669998,92.355492,56239800,96.62666696666665,97.472471289247,97.96140388269734,0.48893259345034323,0.47760009874771164,0.01133249470263159
142,2016-07-27,104.269997,104.349998,102.75,102.949997,98.355217,92344800,96.80966689999998,97.87822067450253,98.72887974693012,0.8506590724275895,0.5522118934836883,0.29844717894390127
143,2016-07-28,102.830002,104.449997,102.82,104.339996,99.683159,39869800,97.0496668,98.35687806075181,99.59212840127938,1.2352503405275712,0.6888195828924663,0.546430757635105
144,2016-07-29,104.190002,104.550003,103.68,104.209999,99.558975,27733700,97.27166666666668,98.79044874946318,100.30257003187326,1.512121282410078,0.8534799227959899,0.6586413596140881
145,2016-08-01,104.410004,106.150002,104.410004,106.050003,101.316849,38167900,97.62900003333333,99.32820059986224,101.18679048853075,1.8585898886685044,1.0545019159704943,0.8040879726980101
146,2016-08-02,106.050003,106.07,104.0,104.480003,99.816925,33816600,97.94166686666667,99.70982025195815,101.6934385672293,1.9836183152711442,1.2403251958306252,0.743293119440519
147,2016-08-03,104.809998,105.839996,104.769997,105.790001,101.068451,30202600,98.2710001,100.16020910287803,102.32367894151324,2.1634698386352085,1.4249541243915427,0.7385157142436658
148,2016-08-04,105.580002,106.0,105.279999,105.870003,101.692818,27408700,98.6150001,100.5831612263905,102.86926725821196,2.286106031821461,1.597184505877527,0.6889215259439343
149,2016-08-05,106.269997,107.650002,106.18,107.480003,103.239288,40553400,98.99433359999999,101.09404334654086,103.57861121849635,2.484567871955491,1.7746611790931202,0.709906692862371
150,2016-08-08,107.519997,108.370003,107.160004,108.370003,104.094177,28037200,99.49333363333334,101.63300815784048,104.31574841565893,2.682740257818452,1.9562769948381868,0.726463262980265
151,2016-08-09,108.230003,108.940002,108.010002,108.809998,104.516815,26315200,100.05233353333334,102.16464145278954,105.00717142864096,2.84252997585142,2.1335275910408336,0.7090023848105864
152,2016-08-10,108.709999,108.900002,107.760002,108.0,103.738762,24008500,100.532667,102.59689355991341,105.46760659346907,2.87071303355566,2.280964679543799,0.5897483540118609
153,2016-08-11,108.519997,108.93,107.849998,107.93,103.671532,27484500,100.98366693333334,102.99194129583637,105.84643634832253,2.8544950524861576,2.395670754132271,0.45882429835388683
154,2016-08-12,107.779999,108.440002,107.779999,108.18,103.911659,18660400,101.40300033333332,103.37624447567046,106.20544614089033,2.8292016652198697,2.4823769363497905,0.3468247288700792
155,2016-08-15,108.139999,109.540001,108.080002,109.480003,105.160378,25868200,101.85600046666667,103.82837749832933,106.70922411921732,2.8808466208879935,2.562070873257431,0.3187757476305624
156,2016-08-16,109.629997,110.230003,109.209999,109.379997,105.064316,33794400,102.3356671,104.23961089825434,107.12011225472402,2.8805013564696793,2.625756969899881,0.2547443865697985
